,species
8775,Hymenobacter mucosus
8778,Flavobacterium nitrogenifigens
8779,Vibrio tasmaniensis
8780,Eremococcus coleocola
8781,Lachnoanaerobaculum saburreum
8783,Prevotella multiformis
8785,Pseudoramibacter alactolyticus
8788,Sphaerisporangium album
8789,Kitasatospora purpeofusca
8790,Streptomyces nondiastaticus
8792,Desulfosporosinus acidiphilus
8794,Desulfitobacterium dehalogenans
8796,Desulfosporosinus youngiae
8798,Saccharomonospora cyanea
8799,Sphingomonas pokkalii
8800,Sphingomonas gilva
8803,Cetobacterium ceti
8805,Hespellia stercorisuis
8806,Chryseobacterium rhizoplanae
8807,Hymenobacter psychrotolerans
8808,Anaerosporobacter mobilis
8809,Acetoanaerobium noterae
8810,Mesorhizobium jarvisii
8812,Bartonella tribocorum
8814,Leminorella grimontii
8815,Azorhizobium caulinodans
8817,Lachnoclostridium phytofermentans
8818,Amedibacillus dolichus
8820,Heliomicrobium modesticaldum
8821,Leptothrix cholodnii
8822,Shewanella halifaxensis
8824,Virgibacillus pantothenticus
8826,Sporosarcina ureae
8827,Shewanella polaris
8834,Dietzia cercidiphylli
8839,Tistrella mobilis
8841,Alloiococcus otitis
8844,Chimaeribacter californicus
8845,Aquimixticola soesokkakensis
8846,Massilistercora timonensis
8847,Rhodoferax fermentans
8849,Aureimonas fodinaquatilis
8850,Maribacter flavus
8852,Oceanobacillus salinisoli
8855,Kribbella sindirgiensis
8857,Streptobacillus canis
8858,Pandoraea commovens
8859,Pandoraea pneumonica
8860,Pandoraea aquatica
8861,Pandoraea eparura
8862,Rouxiella aceris
8866,Gilliamella mensalis
8868,Amycolatopsis sulphurea
8870,Sphingomonas parapaucimobilis
8871,Kiloniella litopenaei
8872,Erwinia piriflorinigrans
8877,Lactiplantibacillus herbarum
8878,Cellulomonas gelida
8882,Chromobacterium amazonense
8883,Pseudorhizobium endolithicum
8884,Neisseria animalis
8886,Lactobacillus acidophilus
8887,Companilactobacillus zhachilii
8888,Streptomyces phaeolivaceus
8893,Weissella minor
8895,Micromonospora tulbaghiae
8899,Streptomyces paludis
8901,Nonomuraea soli
8902,Anaerosolibacter carboniphilus
8903,Anoxybacillus tengchongensis
8905,Marinobacter oulmenensis
8906,Quisquiliibacterium transsilvanicum
8908,Rhabdobacter roseus
8909,Salirhabdus euzebyi
8911,Desulfovibrio intestinalis
8913,Phytomonospora endophytica
8914,Cerasibacillus quisquiliarum
8915,Catenisphaera adipataccumulans
8916,Silvimonas terrae
8917,Glaciimonas immobilis
8919,Lactovum miscens
8921,Megasphaera lornae
8922,Hoylesella loescheii
8923,Pyramidobacter piscolens
8929,Kiloniella majae
8932,Sinomonas susongensis
8935,Limnobaculum xujianqingii
8936,Undibacterium crateris
8941,Anaerocolumna aminovalerica
8942,Pseudoruegeria aquimaris
8943,Croceicoccus mobilis
8945,Dermabacter vaginalis
8946,Vibrio atlanticus
8947,Acinetobacter larvae
8948,Acinetobacter celticus
8953,Paenibacillus camerounensis
8958,Psychromonas arctica
8960,Cohnella nanjingensis
8961,Cohnella zeiphila
8962,Hydrogenophaga aromaticivorans
8963,Phyllobacterium pellucidum
9134,Geosporobacter subterraneus
9135,Lederbergia galactosidilytica
9138,Lactiplantibacillus plajomi
9146,Chromobacterium paludis
9295,Streptomyces azureus
9310,Mycolicibacterium phlei
9311,Microbacterium maritypicum
9312,Microbacterium aerolatum
9313,Microbacterium sp.
9314,Brevibacterium fuscum
9315,Gordonia neofelifaecis
9316,Streptomyces toxytricini
9317,Microbacterium radiodurans
9318,Streptomyces indigocolor
9319,Microbacterium natoriense
9320,Sinomonas atrocyanea
9321,Paeniglutamicibacter sulfureus
9322,Streptomyces filamentosus
9323,Streptomyces virginiae
9324,Brevibacterium iodinum
9325,Actinoplanes sp.
9326,Gordonia lacunae
9327,Mycobacterium sp.
9328,Rothia dentocariosa
9329,Tsukamurella paurometabola
9330,Acholeplasma laidlawii
9331,Chlamydia psittaci
9333,Chlamydia pneumoniae
9334,Spiroplasma melliferum
9335,Pseudomonas savastanoi
9337,Lacticaseibacillus casei
9338,Rhodothermus marinus
9339,Streptococcus sp.
9340,Aggregatibacter actinomycetemcomitans
9341,Chlamydia pecorum
9342,Leptolyngbya foveolarum
9343,Actinomyces naeslundii
9344,Spiroplasma kunkelii
9345,Escherichia coli
9347,Escherichia coli
9348,Candidatus Hamiltonella defensa
9350,Aggregatibacter actinomycetemcomitans
9351,Salmonella enterica
9352,Synechococcus sp. WH 7803
9353,Prochlorococcus marinus
9354,Prochlorococcus marinus
9357,Thermoanaerobacterium saccharolyticum
9358,Cronobacter sakazakii
9359,Glaesserella parasuis
9360,Salinivibrio costicola
9363,Psychrobacter sp. OW20
9364,Cellulophaga sp. MM#3
9366,Vibrio sp. YD21
9367,Vibrio parahaemolyticus
9368,Pseudoalteromonas sp. YD6
9371,Prochlorococcus marinus
9372,Synechococcus sp. WH 8018
9373,Prochlorococcus marinus
9374,Prochlorococcus marinus
9377,Vibrio sp. YD38
9378,Candidatus Puniceispirillum marinum
9380,Pseudomonas plecoglossicida
9381,Streptococcus thermophilus
9383,Geobacillus kaustophilus
9384,Sulfitobacter sp. CB2047
9385,Idiomarinaceae bacterium N2-2
9386,Idiomarinaceae bacterium M2-2
9389,Flavobacterium columnare
9390,Pseudomonas aeruginosa
9391,Aurantimonas sp. C5-1
9409,[Brevibacterium] flavum
9411,Citrobacter sp.
9414,Delftia sp.
9415,Cronobacter sp.
9416,Streptomyces flavovirens
9417,Acinetobacter sp.
9418,Tsukamurella inchonensis
9419,Klebsiella aerogenes
9421,Salmonella enterica
9422,Sinorhizobium sp.
9424,Salmonella enterica
9425,Pseudomonas sp. 1-1-1b
9426,Caulobacter sp.
9427,Vibrio sp. 12A10
9430,Sutcliffiella halmapala
9431,Alkalihalobacillus alcalophilus
9432,Morganella sp. (in: enterobacteria)
9433,Enterobacter sp.
9434,Rhodovulum sp.
9435,Weissella sp.
9436,Brucella inopinata
9439,Bacillus sp. (in: firmicutes)
9440,Aquamicrobium sp.
9441,Providencia sp.
9442,Sphingobium sp.
9443,Paracidovorax citrulli
9444,Aeromonas sp. IS4
9445,Serratia rubidaea
9446,Pseudomonas sp.
9447,Gluconobacter cerinus
9448,Gordonia terrae
9449,Salinibacter ruber
9453,Pectobacterium carotovorum
9454,Salinivibrio sp.
9455,Shigella sp.
9456,Streptomyces venezuelae
9458,Alteromonas sp.
9459,Xanthomonas sp.
9461,Pectobacterium sp.
9462,Pseudomonas grimontii
9463,Pseudomonas agarici
9464,Yersinia enterocolitica
9465,Escherichia coli
9466,Salmonella enterica
9467,Salmonella enterica
9468,Curvibacter sp.
9469,Enterococcus faecium
9470,Sinomonas atrocyanea
9471,Lactobacillus delbrueckii
9472,Escherichia coli
9473,Raoultella sp.
9474,Synechococcus sp. CB0101
9475,Rheinheimera sp.
9476,Erwinia horticola
9477,Salmonella enterica
9478,Nodularia spumigena
9479,Staphylococcus aureus
9480,Aeribacillus pallidus
9481,Lentibacter sp.
9484,Leptospira biflexa
9485,Anoxybacillus caldiproteolyticus
9486,Bacillus thuringiensis
9488,Alkalihalobacterium bogoriense
9489,Nodularia spumigena
9491,Pantoea sp.
9492,Salmonella enterica
9493,Photobacterium damselae
9494,Vibrio cholerae
9495,Flavobacterium sp. LMO8
9496,Flavobacterium sp. LMO9
9497,Flavobacterium sp. LMO6
9498,Butyrivibrio fibrisolvens
9501,Tenacibaculum maritimum
9502,Roseovarius nubinhibens
9503,Tenacibaculum sp.
9504,Salmonella enterica
9505,Lactococcus lactis
9507,Escherichia coli
9508,Escherichia coli
9509,Escherichia coli
9511,Bacillus thuringiensis
9512,Bacillus thuringiensis
9513,Bacillus subtilis
9514,Mycolicibacterium phlei
9516,Xanthomonas oryzae
9517,Ruegeria pomeroyi
9520,Salmonella enterica
9521,Salmonella enterica
9523,Xanthomonas euvesicatoria
9524,Salmonella enterica
9525,Salmonella enterica
9526,Streptomyces griseus
9527,Escherichia coli
9528,Escherichia coli
9529,Escherichia coli
9530,Escherichia coli
9531,Escherichia coli
9533,Stenotrophomonas sp.
9534,Pseudomonas syringae
9535,Staphylococcus aureus
9536,Leuconostoc mesenteroides
9537,Staphylococcus pseudintermedius
9538,Fusobacterium polymorphum
9539,Vibrio cholerae
9540,Xanthomonas oryzae
9541,Candidatus Azobacteroides pseudotrichonymphae
9542,Escherichia coli
9543,Cronobacter malonaticus
9546,Vibrio campbellii
9548,Bacteroides thetaiotaomicron
9549,Enterococcus faecalis
9550,Xanthomonas campestris
9552,Yersinia pestis
9556,Salmonella enterica
9557,Proteus mirabilis
9558,Klebsiella pneumoniae
9561,Olleya sp. HaHaR_3_96
9562,Cellulophaga sp. HaHaR_3_176
9563,Polaribacter sp. AHE13PA
9564,Maribacter forsetii
9565,Winogradskyella sp. HaHa_3_26
9566,Bacillus pumilus
9567,Mycolicibacterium fortuitum
9568,Salmonella sp. 0000-0058-2886
9569,Salmonella sp. 0000-0058-2880
9570,Salmonella sp. 0000-0058-2874
9571,Salmonella sp. 0000-0058-2844
9572,Salmonella sp. 0000-0053-5947
9573,Aliarcobacter butzleri
9575,Enterobacter sp. BIDMC 28
9576,Enterobacter sp. MGH 7
9577,Brucella microti
9578,Klebsiella sp. NT2
9579,Klebsiella sp. NT25
9580,Klebsiella sp. NT14
9581,Enterococcus mundtii
9583,Salmonella sp. 0000-0058-2841
9584,uncultured bacterium
9585,Vampirovibrio chlorellavorus
9586,Bacillus aerius
9588,Ignavibacteria bacterium
9590,Ligilactobacillus aviarius
9591,Salmonella sp.0000-0060-4481
9592,Klebsiella sp. NT26
9593,Klebsiella sp. NT20
9594,Pseudomonas furukawaii
9595,Propionibacterium australiense
9596,Fructilactobacillus florum
9597,Larkinella arboricola
9598,Variovorax sp.
9599,Adlercreutzia caecimuris
9600,Desulfovibrio sp.
9602,Rodentibacter caecimuris
9603,Pseudomonadota bacterium
9604,Paucilactobacillus oligofermentans
9605,Thermodesulfobacterium commune
9606,Nocardia cyriacigeorgica
9607,Salinimicrobium sediminis
9608,Pandoraea pulmonicola
9609,Peptoclostridium litorale
9610,Ligilactobacillus hayakitensis
9611,Spirochaeta sp.
9612,Mycobacterium leprae
9613,Schaalia radingae
9614,Burkholderia sp.
9615,Salinispora tropica
9616,Streptococcus acidominimus
9617,Flavobacteriales bacterium
9618,Burkholderia sp. WP40
9619,Burkholderia sp. WP42
9620,Oribacterium sp.
9621,Megamonas sp.
9622,Actinobacillus succinogenes
9624,Schleiferilactobacillus perolens
9625,Salmonella sp. 0000-0053-5923
9626,Salmonella sp. 0000-0053-3961
9628,Rhizobium sp.
9629,Ochrobactrum sp.
9630,Cobetia sp.
9631,Pseudosulfitobacter pseudonitzschiae
9632,Lentilactobacillus diolivorans
9633,Moraxella osloensis
9634,Bartonella henselae
9635,Thioalkalivibrio sp.
9636,Methylocaldum sp.
9637,Limosilactobacillus mucosae
9638,Monoglobus pectinilyticus
9639,Methylophaga sp.
9640,Luteibacter pinisoli
9641,Acidovorax sp.
9643,Salmonella sp. 0000-0058-2892
9645,Paenibacillus curdlanolyticus
9647,Leucobacter luti
9648,Pseudomonas sp. 68-1
9649,Pseudomonas sp. 106-3
9650,Persephonella sp.
9651,Treponema bryantii
9652,Dolosicoccus paucivorans
9655,Novosphingobium sp. GV078
9656,Novosphingobium sp. GV076
9657,Novosphingobium sp. GV011
9658,Novosphingobium sp. GV022
9659,Novosphingobium sp. GV070
9660,Novosphingobium sp. GV057
9661,Novosphingobium sp. GV026
9662,Novosphingobium sp. GV079
9663,Novosphingobium sp. GV061
9664,Novosphingobium sp. GV055
9665,Novosphingobium sp. GV027
9666,Pandoraea sp.
9667,Enterobacter cloacae complex sp. ECNIH16
9668,Enterobacter cloacae complex sp. ECNIH11
9670,Stutzerimonas stutzeri
9671,Liquorilactobacillus capillatus
9672,Sphingomonas sp.
9673,Pseudomonas sp. NFPP25
9674,Pseudomonas sp. NFPP18
9675,Pseudomonas sp. NFPP16
9676,Pseudomonas sp. NFPP14
9677,Pseudomonas sp. NFPP15
9678,Pseudomonas sp. NFPP17
9679,Pseudomonas sp. NFPP13
9680,Klebsiella sp. NFIX41
9681,Klebsiella sp. NFIX42
9682,Klebsiella sp. NFIX34
9683,Klebsiella sp. NFIX30
9684,Klebsiella sp. NFIX25
9685,Klebsiella sp. NFIX23
9686,Klebsiella sp. NFIX16
9687,Klebsiella sp. NFIX38
9688,Klebsiella sp. NFIX13
9689,Klebsiella sp. NFIX15
9690,Peptoniphilus sp.
9691,Enterococcus raffinosus
9692,Serratia sp. AS13
9693,Serratia sp. AS12
9694,Lachnotalea glycerini
9695,Pantoea sesami
9697,Corticibacter populi
9698,Enterobacteriaceae bacterium ENNIH2
9699,Enterobacteriaceae bacterium ENNIH3
9700,Lentzea albidocapillata
9701,Eubacterium sp. BIOML-A2
9703,Mesorhizobium sp.
9704,Mycolicibacterium conceptionense
9705,Eubacterium plexicaudatum
9706,Paenibacillus baekrokdamisoli
9707,Mycobacterium lentiflavum
9708,Ochrobactrum sp. RH1CCR137
9709,Ochrobactrum sp. RH1CCR134
9710,Pelosinus sp.
9712,Pseudomonas sp. LAMO17WK12:I10
9713,Pseudomonas sp. LAMO17WK12:I9
9714,Arcanobacterium haemolyticum
9715,Ralstonia sp.
9716,Citrobacter farmeri
9717,Pseudomonas japonica
9719,Methylocystis rosea
9720,Bryobacterales bacterium
9721,Thiomargarita namibiensis
9722,Chryseobacterium sp.
9723,Ruegeria denitrificans
9724,Paenibacillus fonticola
9725,Mycetocola miduiensis
9726,Lactiplantibacillus paraplantarum
9727,Bowdeniella nasicola
9728,Meinhardsimonia xiamenensis
9729,Enterobacter sp. MGH 37
9730,Enterobacter sp. MGH 25
9731,Faecalibacterium sp.
9732,Peptostreptococcaceae bacterium
9733,Pseudomonas reidholzensis
9734,Burkholderia lata
9735,Mycoplasmoides pneumoniae
9736,Schaalia meyeri
9737,Schaalia odontolytica
9738,Sulfitobacter guttiformis
9739,Eubacterium sp.
9740,Enterobacter sp. 247
9741,Enterobacter sp. 258
9742,Enterobacter sp. 250
9743,Enterobacter sp. 249
9744,Enterobacter sp. 246
9745,Ruminococcus flavefaciens
9746,Pseudomonas sp. GV077
9747,Pseudomonas sp. GV101
9748,Pseudomonas sp. GV082
9749,Pseudomonas sp. GV086
9750,Pseudomonas sp. GV062
9751,Pseudomonas sp. GV105
9752,Agrobacterium sp.
9753,Enterobacteriaceae bacterium
9754,Paenibacillus glycanilyticus
9755,Enterococcus cecorum
9756,Novosphingobium sp.
9757,Bacteroidales bacterium
9758,Pseudonocardia asaccharolytica
9759,Eubacterium aggregans
9760,Frisingicoccus caecimuris
9761,Globicatella sulfidifaciens
9762,Orenia marismortui
9763,Mesorhizobium sp. M3A.F.Ca.ET.174.01.1.1
9764,Mesorhizobium sp. M3A.F.Ca.ET.175.01.1.1
9765,Ruminococcus sp.
9766,Anaerococcus octavius
9767,Microbulbifer rhizosphaerae
9768,Apilactobacillus kunkeei
9769,Mycolicibacterium porcinum
9770,Mesorhizobium sp. M1D.F.Ca.ET.184.01.1.1
9771,Mesorhizobium sp. M1D.F.Ca.ET.183.01.1.1
9772,Mesorhizobium sp. M1D.F.Ca.ET.234.01.1.1
9773,Corynebacterium sp. KPL1857
9774,Corynebacterium sp. KPL1821
9775,Corynebacterium sp.
9776,Eubacterium xylanophilum
9777,Dyadobacter sp.
9778,Butyrivibrio sp.
9779,Mesorhizobium sp. M2D.F.Ca.ET.185.01.1.1
9780,Mesorhizobium sp. M2D.F.Ca.ET.153.01.1.1
9781,Mesorhizobium sp. M2D.F.Ca.ET.206.01.1.1
9782,Duganella sp. OV510
9783,Duganella sp. OV458
9784,Marinitoga hydrogenitolerans
9785,Leptospira sp.
9786,Corynebacterium tuberculostearicum
9787,Muribaculum intestinale
9788,Micrococcus sp.
9789,Curtobacterium sp.
9790,Selenomonas artemidis
9791,Anaerolineae bacterium
9792,Loigolactobacillus coryniformis
9793,Limosilactobacillus gorillae
9795,Campylobacter showae
9796,Candidatus Bartonella washoeensis
9797,Legionella longbeachae
9798,Enterococcus phoeniculicola
9799,Photobacterium aquimaris
9800,Exiguobacterium antarcticum
9801,Nitrospinota bacterium
9802,Enterobacter cloacae complex sp. ECNIH7
9803,Citrobacter sp. 0000-0054-3051
9804,Acidomonas methanolica
9805,Leclercia sp.
9806,Shewanella colwelliana
9807,Pseudomonas protegens
9808,Niabella drilacis
9809,Sediminibacterium ginsengisoli
9810,Capnocytophaga canimorsus
9811,Nitrosomonas oligotropha
9812,Pseudomonas fulva
9813,Campylobacter hepaticus
9815,Mycoplasmoides gallisepticum
9817,Cupriavidus sp.
9818,Oceanicaulis sp.
9819,Luteibacter sp.
9820,Deinococcus aquatilis
9821,Agrobacterium vitis
9822,Telmatocola sphagniphila
9823,Shimazuella kribbensis
9824,Desulfovibrio litoralis
9825,Halomonas sp.
9826,Monaibacterium marinum
9827,Gleimia europaea
9828,Arthrobacter agilis
9829,Roseateles depolymerans
9830,Modicisalibacter muralis
9831,Sphingobacterium lactis
9832,Microbacterium sp. UMB0228
9834,Salmonella sp. 0000-0063-2280
9835,Lacticaseibacillus sharpeae
9836,Actinopolyspora xinjiangensis
9837,uncultured Lachnospiraceae bacterium
9838,uncultured Ruminococcus sp.
9839,Flaviflexus salsibiostraticola
9840,Xylanimonas cellulosilytica
9841,Nitrosomonas eutropha
9842,Campylobacter volucris
9843,Mycobacterium hyorhinis
9844,Mucispirillum schaedleri
9845,Cyclobacterium marinum
9846,Mesomycoplasma hyopneumoniae
9847,Pseudoflavonifractor sp. BIOML-A17
9848,Pseudoflavonifractor sp. BIOML-A7
9849,Pseudoflavonifractor sp. BIOML-A3
9850,Pseudoflavonifractor sp. BIOML-A5
9851,Pseudoflavonifractor sp.
9852,Herbaspirillum sp.
9853,Desulfoscipio geothermicus
9854,Rahnella sp.
9855,Mesorhizobium sp. M4B.F.Ca.ET.215.01.1.1
9856,Mesorhizobium sp. M4B.F.Ca.ET.203.01.1.1
9857,Streptosporangium saharense
9858,Nitrosospira multiformis
9859,Maridesulfovibrio bastinii
9860,Salinicola sp.
9863,Caulobacterales bacterium
9864,Bartonella quintana
9865,Helicobacter canis
9866,Yersinia wautersii
9867,Corynebacterium amycolatum
9868,Novosphingobium sp. SG900
9869,Novosphingobium sp. SG707
9870,Coriobacteriaceae bacterium
9872,Pseudomonas sp. NFACC23-1
9873,Pseudomonas sp. NFACC17-2
9874,Coprobacillus sp.
9875,Nitrosospira sp.
9876,Falsiruegeria mediterranea
9877,Halodesulfovibrio spirochaetisodalis
9878,Photorhabdus temperata
9879,Ligilactobacillus agilis
9880,Pseudomonas cichorii
9881,Marinobacter sp.
9882,Bacillus mycoides
9883,Lentzea xinjiangensis
9884,Streptosporangium nondiastaticum
9885,Neorhizobium alkalisoli
9886,Methylosinus sp. sav-2
9887,Methylosinus sp.
9888,Chitinophaga arvensicola
9889,Liquorilactobacillus satsumensis
9891,Chryseobacterium indologenes
9892,Sphingomonas melonis
9893,Dorea sp.
9894,Pseudomonas flavescens
9895,Propionibacterium sp.
9896,Streptomyces sp. KhCrAH-340
9897,Streptomyces sp. KhCrAH-43
9898,Streptomyces sp. KhCrAH-337
9899,Pseudomonas mosselii
9900,Pseudomonas kilonensis
9901,Companilactobacillus kimchiensis
9902,Treponema sp.
9903,bacterium BIOML-C2
9904,bacterium BIOML-C5
9905,bacterium BIOML-C10
9906,bacterium BIOML-C9
9907,bacterium BIOML-C6
9908,bacterium BIOML-C3
9909,bacterium BIOML-C4
9910,bacterium BIOML-C8
9911,Paenibacillus sp.
9912,Pseudomonas oryzihabitans
9913,Salana multivorans
9914,Leucobacter sp.
9915,Marinifilum flexuosum
9916,Streptomyces umbrinus
9917,Lactonifactor sp. BIOML-A7
9918,Lactonifactor sp. BIOML-A3
9919,Lactonifactor sp. BIOML-A5
9920,Lactonifactor sp. BIOML-A6
9921,Lactonifactor sp. BIOML-A1
9922,Collinsella sp.
9923,Borrelia miyamotoi
9924,Haemophilus parainfluenzae
9925,Alistipes sp.
9926,Brucella ceti
9927,Aerococcus urinaehominis
9928,Mycolicibacterium mucogenicum
9929,Phascolarctobacterium sp.
9930,Prevotella dentalis
9931,Streptococcus sp. RITM052I4
9932,Desulfomonile tiedjei
9933,Lapidilactobacillus concavus
9934,Metamycoplasma phocicerebrale
9935,Mesorhizobium sp. M2E.F.Ca.ET.166.01.1.1
9936,Mesorhizobium sp. M2E.F.Ca.ET.154.01.1.1
9937,Leptospira levettii
9938,Erysipelotrichaceae bacterium
9939,bacterium M00.F.Ca.ET.194.01.1.1
9940,bacterium M00.F.Ca.ET.179.01.1.1
9941,bacterium M00.F.Ca.ET.168.01.1.1
9942,Domibacillus robiginosus
9944,Lysinibacillus sp.
9945,Klebsiella sp. NFIX22
9946,Klebsiella sp. NFIX12
9947,Klebsiella sp. NFIX18
9948,Klebsiella sp. NFIX56
9949,Klebsiella sp. NFIX54
9950,Klebsiella sp. NFIX53
9951,Klebsiella sp. OLC2670
9952,Klebsiella sp. OLC2674
9953,Thalassospira sp.
9955,Tsukamurella pulmonis
9956,Ruminococcus albus
9957,bacterium M00.F.Ca.ET.199.01.1.1
9958,bacterium M00.F.Ca.ET.163.01.1.1
9959,Mycolicibacterium hassiacum
9960,Nocardia nova
9961,Hydrogenoanaerobacterium saccharovorans
9963,Salmonella sp. 0000-0054-8099
9964,Neobacillus bataviensis
9966,Buttiauxella sp.
9967,Actinobacillus pleuropneumoniae
9968,Veillonella seminalis
9969,Eubacterium oxidoreducens
9970,Bacillota bacterium
9971,Pseudomonas sp. GV034
9972,Pseudomonas sp. GV071
9973,Pseudomonas sp. GV054
9974,Leptospira bouyouniensis
9975,Nocardioides lianchengensis
9976,Thermocrinis ruber
9977,Blastopirellula marina
9978,Stenotrophomonas sp. YR399
9979,Stenotrophomonas sp. YR347
9980,Stenotrophomonas sp. yr243
9981,Lactobacillus amylolyticus
9983,Rhizobium tropici
9984,Chloroflexota bacterium
9985,Kiloniella laminariae
9986,Rhodococcoides kroppenstedtii
9987,Microcystis viridis
9988,Moraxella sp.
9989,Corynebacterium sp. KPL1998
9990,Corynebacterium sp. KPL1986
9991,Methylobacterium dankookense
9992,Desulfovibrio aminophilus
9993,Nautella sp.
9994,Corynebacterium tuscaniense
9995,bacterium BIOML-A5
9996,Palleronia aestuarii
9997,Xanthobacter sp.
9998,Pseudomonas alcaligenes
9999,Enterovirga rhinocerotis
10000,Lactobacillus selangorensis
10001,Nitrosovibrio sp. Nv12
10002,Nitrosovibrio sp. Nv6
10003,Pseudoclavibacter sp.
10004,Psychrobacillus insolitus
10005,Peptococcus sp.
10006,Vreelandella arcis
10007,Thermoactinomyces sp.
10008,Dysgonomonas sp.
10010,Companilactobacillus nantensis
10012,Mesobacillus foraminis
10013,Thermorudis peleae
10014,Riemerella columbina
10015,Listeria ivanovii
10016,Paenibacillus xylanexedens
10017,Cellvibrionaceae bacterium
10018,Helicobacter sp.
10019,Mycobacterium sp. D16R24
10020,Mycobacterium sp. D17A2
10021,Pseudoduganella flava
10022,Psychrobacter arenosus
10023,Atopobacter sp.
10024,Bremerella cremea
10025,Oceanobacillus picturae
10026,Terrisporobacter glycolicus
10027,Enterococcus haemoperoxidus
10028,Pseudomonas sp. GV041
10029,Pseudomonas sp. GV088
10030,Synergistes sp.
10031,Bifidobacterium bombi
10032,Thiobacillus denitrificans
10034,Orenia metallireducens
10035,Marivita roseacus
10036,Chryseobacterium arthrosphaerae
10037,Paenibacillus sp. RU5A
10038,Paenibacillus sp. RU5M
10039,Paenibacillus sp. RU26A
10040,Atopobium fossor
10041,Pseudoxanthomonas suwonensis
10042,Bacteriovoracaceae bacterium
10043,[Eubacterium] infirmum
10044,Paenibacillus sp. RU4T
10045,Paenibacillus sp. RU4X
10046,Serratia odorifera
10047,Lysinibacillus sp. SG45
10048,Lysinibacillus sp. TC-13
10049,Lysinibacillus sp. LD79
10050,Pseudomonas veronii
10051,Rathayibacter sp.
10052,Fictibacillus sp.
10053,Cedecea sp.
10054,Kroppenstedtia eburnea
10055,Schaalia georgiae
10056,Deinococcus murrayi
10057,Janthinobacterium sp.
10058,Cellulomonas biazotea
10060,Bacteroidota bacterium
10061,Brachyspira murdochii
10062,Azoarcus sp.
10066,Variovorax sp. NFACC28
10067,Variovorax sp. NFACC27
10068,Variovorax sp. NFACC26
10069,uncultured Blautia sp.
10070,Prevotella sp.
10071,Consotaella salsifontis
10072,Corynebacterium bovis
10073,Bacteroides sp.
10074,Ochrobactrum sp. MYb14
10075,Ochrobactrum sp. MYb15
10076,Brucella thiophenivorans
10077,Klebsiella sp. NFIX36
10078,Klebsiella sp. NFIX11
10079,Klebsiella sp. NFIX19
10080,Fictibacillus gelatini
10081,Nocardia arthritidis
10082,Thalassobacter stenotrophicus
10083,Neorhizobium sp.
10084,Pseudomonas parafulva
10085,Oleiphilus sp. HI0130
10086,Hymenobacter gelipurpurascens
10087,Balneolaceae bacterium
10088,Chitinophaga japonensis
10089,Prevotellaceae bacterium
10090,Yoonia vestfoldensis
10091,Aquamicrobium defluvii
10092,Micrococcus aloeverae
10093,Cronobacter muytjensii
10094,Enhydrobacter sp.
10095,Gemella haemolysans
10096,Litorimonas taeanensis
10098,Paraburkholderia fungorum
10099,Paraburkholderia sp.
10100,Allgaiera indica
10101,Desulfosporosinus fructosivorans
10102,Azorhizobium sp.
10103,Methylobacterium sp.
10106,Leptospira jelokensis
10107,Pseudomonas sp. SJZ103
10108,Pseudomonas sp. SJZ094
10109,Brucella neotomae
10110,Brucella ovis
10111,Adlercreutzia mucosicola
10114,Celeribacter halophilus
10115,Rhodopseudomonas palustris
10116,Lentilactobacillus otakiensis
10118,Fodinicurvata fenggangensis
10119,Bacillus intermedius
10120,Novosphingobium aromaticivorans
10121,Lentilactobacillus parabuchneri
10122,Phyllobacterium sp.
10123,Gardnerella vaginalis
10124,Solidesulfovibrio magneticus
10126,Pedobacter sp.
10127,Leifsonia xyli
10128,Faecalicatena orotica
10130,Altererythrobacter sp.
10131,Hymenobacter psychrophilus
10132,Xanthomonas translucens
10133,Pseudomonas straminea
10135,Mycobacteroides franklinii
10136,Caloramator sp.
10137,Eubacterium barkeri
10138,Hydrogenophaga sp.
10139,Loktanella sp.
10140,Promicromonospora thailandica
10141,Thioalkalivibrio thiocyanoxidans
10142,Marinomonas spartinae
10143,Methylorubrum sp.
10144,Roseicitreum antarcticum
10145,Paenibacillus pasadenensis
10146,Eubacterium limosum
10147,Paenibacillus ehimensis
10148,Corynebacterium minutissimum
10149,Paenibacillus sp. cl123
10150,Paenibacillus sp. UNCCL117
10151,Geminocystis sp.
10152,Lactococcus chungangensis
10153,Vagococcus salmoninarum
10154,Fluoribacter dumoffii
10155,Thalassolituus sp.
10156,Cohnella sp. OV312
10157,Cohnella sp. OV330
10159,Drancourtella sp.
10160,Selenomonas ruminantium
10161,uncultured bacterium
10162,Enterococcus pallens
10164,Limnobacter sp.
10165,Pseudomonas monteilii
10166,Pseudomonas sp. NFACC47-1
10167,Pseudomonas sp. NFACC43
10169,Ruminococcus sp. YE78
10170,Ruminococcus sp. YE71
10171,Levilactobacillus senmaizukei
10172,Viridibacillus sp.
10173,Bifidobacterium thermacidophilum
10175,Bartonella koehlerae
10176,Pseudomonas soli
10177,Pseudomonas sp. SJZ074
10178,Pseudomonas sp. SJZ085
10179,Methylobacter tundripaludum
10180,Wohlfahrtiimonas sp.
10181,Halolactibacillus alkaliphilus
10182,Eilatimonas milleporae
10183,Scytonema millei
10184,Halanaerobium congolense
10185,Pararhodobacter aggregans
10186,Streptomyces netropsis
10187,Klebsiella sp. OLC2669
10188,Klebsiella sp. OLC2671
10189,Xenorhabdus miraniensis
